"state","county","dropout","hs_diploma","some_college","four_year_degree","dropout_percent","hs_diploma_percent","some_college_percent","four_year_degree_percent","region","region_num","resident_count","avg_annual_pay","metro","avg_home_value"
"IL","Marshall County","614","3,526","2,947","1,436",7.2,41.4,34.6,16.8,"Midwest","3",263,36616.01,"Peoria",88398.4166666667
"IL","Mason County","1,111","4,395","2,915","1,528",11.2,44.2,29.3,15.4,"Midwest","3",312,34734.01,"",67813.0833333333
"IL","Massac County","1,414","3,500","3,973","1,351",13.8,34.2,38.8,13.2,"Midwest","3",208,43931.01,"Paducah",73233.75
"IL","McDonough County","1,188","5,639","5,606","5,968",6.5,30.6,30.5,32.4,"Midwest","3",603,39716.01,"Macomb",75413.8333333333
"IL","McHenry County","14,873","54,107","68,215","69,714",7.2,26.2,33,33.7,"Midwest","3",7791,45217.01,"Chicago-Naperville-Elgin",212963.416666667
"IL","McLean County","4,324","26,375","27,343","47,013",4.1,25.1,26,44.8,"Midwest","3",3363,52687.01,"Bloomington",152686.666666667
"IL","Menard County","578","3,213","2,941","2,026",6.6,36.7,33.6,23.1,"Midwest","3",218,31714.01,"Springfield",150599.833333333
"IL","Mercer County","961","4,395","3,848","1,993",8.6,39.3,34.4,17.8,"Midwest","3",289,33238.01,"Davenport-Moline-Rock Island",87213.3333333333
"IL","Monroe County","953","6,965","8,199","7,753",4,29.2,34.3,32.5,"Midwest","3",768,35165.01,"St. Louis",188414.166666667
"IL","Montgomery County","2,808","8,371","6,529","3,280",13.4,39.9,31.1,15.6,"Midwest","3",698,38356.01,"",68107
"IL","Morgan County","1,991","9,760","7,468","4,782",8.3,40.7,31.1,19.9,"Midwest","3",751,40692.01,"Jacksonville",92638.0833333333
"IL","Moultrie County","1,454","3,284","3,222","1,930",14.7,33.2,32.6,19.5,"Midwest","3",345,39572.01,"",83658.5
"IL","Ogle County","3,616","11,968","12,911","7,139",10.1,33.6,36.2,20,"Midwest","3",1025,45369.01,"Rochelle",130148
"IL","Peoria County","11,824","33,372","40,919","37,535",9.6,27,33.1,30.4,"Midwest","3",4181,60367.01,"Peoria",101723.083333333
"IL","Perry County","2,394","5,920","5,230","1,796",15.6,38.6,34.1,11.7,"Midwest","3",350,37991.01,"",69552.0833333333
"IL","Piatt County","741","3,949","3,664","3,238",6.4,34.1,31.6,27.9,"Midwest","3",362,35161.01,"Champaign-Urbana",144668.666666667
"IL","Pike County","1,245","4,537","3,558","1,666",11.3,41.2,32.3,15.1,"Midwest","3",415,34357.01,"",71581.8333333333
"IL","Pope County","479","1,177","1,305","460",14,34.4,38.1,13.4,"Midwest","3",53,31348.01,"",98806.5833333333
"IL","Putnam County","324","1,628","1,656","618",7.7,38.5,39.2,14.6,"Midwest","3",160,45679.01,"Ottawa-Peru",112154.833333333
"IL","Randolph County","3,929","9,318","7,441","3,035",16.6,39.3,31.4,12.8,"Midwest","3",612,40618.01,"",88550.25
"IL","Richland County","1,353","3,315","4,072","2,360",12.2,29.9,36.7,21.3,"Midwest","3",420,36388.01,"",84699.8333333333
"IL","Rock Island County","11,113","29,908","35,778","23,144",11.1,29.9,35.8,23.2,"Midwest","3",2924,56220.01,"Davenport-Moline-Rock Island",108118.416666667
"IL","Saline County","2,320","4,877","6,880","3,039",13.6,28.5,40.2,17.8,"Midwest","3",522,35165.01,"",68005.0833333333
"IL","Sangamon County","10,421","38,063","41,474","46,708",7.6,27.9,30.3,34.2,"Midwest","3",4814,54319.01,"Springfield",131411.333333333
"IL","Shelby County","1,213","7,001","4,751","2,633",7.8,44.9,30.5,16.9,"Midwest","3",453,36345.01,"",101456.583333333
"IL","Stark County","354","1,545","1,315","680",9.1,39.7,33.8,17.5,"Midwest","3",133,37513.01,"Peoria",77802
"IL","Stephenson County","2,269","11,508","12,044","6,159",7.1,36,37.7,19.3,"Midwest","3",1040,42689.01,"Freeport",60681.0833333333
"IL","Tazewell County","6,945","29,789","32,033","24,656",7.4,31.9,34.3,26.4,"Midwest","3",2626,46236.01,"Peoria",124561.916666667
"IL","Union County","1,518","4,079","3,955","2,816",12.3,33,32,22.8,"Midwest","3",339,34681.01,"",94635.5
"IL","Vermilion County","6,353","21,917","17,008","8,032",11.9,41.1,31.9,15.1,"Midwest","3",1365,42671.01,"Danville",65972.9166666667
"IL","Wabash County","772","2,506","3,472","1,398",9.5,30.8,42.6,17.2,"Midwest","3",276,38737.01,"",88130.5
"IL","Warren County","1,388","3,704","3,616","2,599",12.3,32.8,32,23,"Midwest","3",376,36407.01,"",80375.25
"IL","Washington County","800","3,411","3,841","2,091",7.9,33.6,37.9,20.6,"Midwest","3",402,47223.01,"",105593.333333333
"IL","Wayne County","1,345","4,198","4,332","1,684",11.6,36.3,37.5,14.6,"Midwest","3",383,32102.01,"",72604.25
"IL","White County","865","3,835","3,774","1,520",8.7,38.4,37.8,15.2,"Midwest","3",367,36401.01,"",76296.9166666667
"IL","Whiteside County","3,809","14,567","13,660","7,259",9.7,37.1,34.8,18.5,"Midwest","3",1225,39314.01,"Sterling",105669.083333333
"IL","Will County","40,752","119,769","135,512","152,229",9.1,26.7,30.2,34,"Midwest","3",14684,47604.01,"Chicago-Naperville-Elgin",232146.833333333
"IL","Williamson County","4,180","14,567","18,045","10,735",8.8,30.6,38,22.6,"Midwest","3",1378,39259.01,"Carbondale-Marion",101338.166666667
"IL","Winnebago County","23,963","62,181","64,375","43,910",12.3,32,33.1,22.6,"Midwest","3",5943,47913.01,"Rockford",107368.25
"IL","Woodford County","1,422","8,325","8,029","8,199",5.5,32.1,30.9,31.6,"Midwest","3",746,40483.01,"Peoria",162447.416666667
"IN","Adams County","3,372","8,403","6,140","3,245",15.9,39.7,29,15.3,"Midwest","3",703,38050.01,"Decatur",136312.083333333
"IN","Allen County","25,762","68,899","77,628","67,527",10.7,28.7,32.4,28.2,"Midwest","3",8845,46225.01,"Fort Wayne",132556.5
"IN","Bartholomew County","5,020","18,106","14,419","17,911",9.1,32.6,26,32.3,"Midwest","3",1921,55926.01,"Columbus",157076.5
"IN","Benton County","614","2,516","1,710","985",10.5,43.2,29.4,16.9,"Midwest","3",220,39784.01,"Lafayette-West Lafayette",83125.25
"IN","Blackford County","914","4,151","2,394","1,176",10.6,48.1,27.7,13.6,"Midwest","3",234,36842.01,"",70913.5
"IN","Boone County","2,699","9,025","10,117","20,445",6.4,21.3,23.9,48.3,"Midwest","3",1784,43679.01,"Indianapolis-Carmel-Anderson",247566.75
"IN","Brown County","992","3,682","3,527","3,088",8.8,32.6,31.2,27.4,"Midwest","3",317,27030.01,"Indianapolis-Carmel-Anderson",192629.833333333
"IN","Carroll County","1,511","5,684","4,353","2,401",10.8,40.7,31.2,17.2,"Midwest","3",386,37196.01,"Lafayette-West Lafayette",125800.916666667
"IN","Cass County","4,098","9,931","8,303","3,616",15.8,38.3,32,13.9,"Midwest","3",700,36985.01,"Logansport",82899.9166666667
"IN","Clark County","8,607","27,298","27,219","16,676",10.8,34.2,34.1,20.9,"Midwest","3",2523,41160.01,"Louisville/Jefferson County",148971.75
"IN","Clay County","1,520","8,082","5,530","3,061",8.4,44.4,30.4,16.8,"Midwest","3",495,34515.01,"Terre Haute",95437.0833333333
"IN","Clinton County","2,920","9,343","5,415","3,530",13.8,44.1,25.5,16.6,"Midwest","3",592,40851.01,"Frankfort",103134.833333333
"IN","Crawford County","1,331","3,447","1,832","854",17.8,46.2,24.5,11.4,"Midwest","3",158,32028.01,"",94421.25
"IN","Daviess County","5,465","6,886","5,237","2,808",26.8,33.8,25.7,13.8,"Midwest","3",892,36489.01,"Washington",124805.083333333
"IN","Dearborn County","3,206","13,735","9,856","7,378",9.4,40.2,28.8,21.6,"Midwest","3",995,38296.01,"Cincinnati",179872.333333333
"IN","Decatur County","1,612","7,798","4,897","3,493",9.1,43.8,27.5,19.6,"Midwest","3",651,46513.01,"Greensburg",143418.666666667
"IN","Delaware County","7,620","24,588","21,655","17,253",10.7,34.6,30.5,24.3,"Midwest","3",2182,39699.01,"Muncie",87579
"IN","Dubois County","2,841","11,137","8,134","6,325",10,39.2,28.6,22.2,"Midwest","3",1293,42388.01,"Jasper",155348.833333333
"IN","Elkhart County","24,218","45,368","34,459","24,770",18.8,35.2,26.8,19.2,"Midwest","3",4731,49002.01,"Elkhart-Goshen",150587.666666667
"IN","Fayette County","2,837","6,985","4,546","1,894",17.4,43,28,11.6,"Midwest","3",423,36083.01,"Connersville",76412.4166666667
"IN","Floyd County","5,104","15,760","16,123","15,510",9.7,30,30.7,29.5,"Midwest","3",1820,41751.01,"Louisville/Jefferson County",172103.333333333
"IN","Fountain County","1,301","5,097","3,404","1,728",11.3,44.2,29.5,15,"Midwest","3",334,34953.01,"",92126.0833333333
"IN","Franklin County","1,845","6,674","3,986","3,083",11.8,42.8,25.6,19.8,"Midwest","3",359,33966.01,"",168093.166666667
"IN","Fulton County","1,748","5,606","4,542","2,003",12.6,40.3,32.7,14.4,"Midwest","3",475,37588.01,"",106385.166666667
"IN","Gibson County","2,072","9,075","7,726","3,989",9.1,39.7,33.8,17.4,"Midwest","3",736,52155.01,"",111357.333333333
"IN","Grant County","5,767","18,007","13,006","7,584",13,40.6,29.3,17.1,"Midwest","3",1218,39783.01,"Marion",81568.6666666667
"IN","Greene County","2,803","9,505","7,123","3,369",12.3,41.7,31.2,14.8,"Midwest","3",576,35113.01,"",104353.083333333
"IN","Hamilton County","7,379","31,326","47,674","118,226",3.6,15.3,23.3,57.8,"Midwest","3",9445,53948.01,"Indianapolis-Carmel-Anderson",275477.166666667
"IN","Hancock County","3,130","16,545","15,451","15,304",6.2,32.8,30.6,30.3,"Midwest","3",1564,43914.01,"Indianapolis-Carmel-Anderson",188016.083333333
"IN","Harrison County","3,049","11,148","8,781","4,836",11,40.1,31.6,17.4,"Midwest","3",684,36523.01,"Louisville/Jefferson County",147487.583333333
"IN","Hendricks County","7,105","29,085","31,869","38,805",6.6,27.2,29.8,36.3,"Midwest","3",3314,38922.01,"Indianapolis-Carmel-Anderson",197491.833333333
"IN","Henry County","3,582","15,107","10,012","5,726",10.4,43.9,29.1,16.6,"Midwest","3",813,36562.01,"New Castle",89593.25
"IN","Howard County","6,351","20,794","17,783","12,110",11.1,36.5,31.2,21.2,"Midwest","3",1705,48481.01,"Kokomo",102367.333333333
"IN","Huntington County","2,253","10,448","7,474","4,727",9,42,30,19,"Midwest","3",878,39006.01,"Huntington",110083.166666667
"IN","Jackson County","4,002","12,955","8,199","4,626",13.4,43.5,27.5,15.5,"Midwest","3",976,45679.01,"Seymour",132479.333333333
"IN","Jasper County","2,634","9,461","6,945","3,323",11.8,42.3,31.1,14.9,"Midwest","3",798,41312.01,"Chicago-Naperville-Elgin",169997.083333333
"IN","Jay County","2,101","6,504","3,717","1,460",15.2,47.2,27,10.6,"Midwest","3",404,37225.01,"",84551.4166666667
"IN","Jefferson County","2,189","9,370","6,615","3,972",9.9,42.3,29.9,17.9,"Midwest","3",652,40146.01,"Madison",123748.75
"IN","Jennings County","2,737","8,628","5,350","2,082",14.6,45.9,28.5,11.1,"Midwest","3",407,38178.01,"North Vernon",116353.75
"IN","Johnson County","8,059","31,283","29,384","32,041",8,31,29.2,31.8,"Midwest","3",3333,39676.01,"Indianapolis-Carmel-Anderson",175023
"IN","Knox County","2,885","8,808","8,851","4,027",11.7,35.8,36,16.4,"Midwest","3",940,39479.01,"Vincennes",83601.1666666667
"IN","Kosciusko County","7,595","18,426","14,431","11,879",14.5,35.2,27.6,22.7,"Midwest","3",1949,49058.01,"Warsaw",168925.083333333
"IN","Lake County","39,031","114,444","101,349","72,259",11.9,35,31,22.1,"Midwest","3",10333,48010.01,"Chicago-Naperville-Elgin",144378.75
"IN","Lawrence County","3,688","13,939","9,519","4,996",11.5,43.4,29.6,15.5,"Midwest","3",867,39068.01,"Bedford",101673.916666667
"IN","Madison County","10,755","35,132","27,988","16,174",11.9,39,31.1,18,"Midwest","3",2211,39342.01,"Indianapolis-Carmel-Anderson",91132.3333333333
"IN","Marion County","88,886","173,635","169,794","188,718",14.3,28,27.3,30.4,"Midwest","3",23966,57551.01,"Indianapolis-Carmel-Anderson",135045.833333333
"IN","Marshall County","4,678","12,010","7,781","6,293",15.2,39,25.3,20.5,"Midwest","3",1043,39182.01,"Plymouth",145351
"IN","Martin County","1,025","3,060","2,051","953",14.5,43.2,28.9,13.4,"Midwest","3",243,70592.01,"",92899.5833333333
"IN","Miami County","3,618","10,615","7,566","3,173",14.5,42.5,30.3,12.7,"Midwest","3",605,37616.01,"Peru",80886.5833333333
"IN","Monroe County","6,525","18,205","20,567","37,962",7.8,21.9,24.7,45.6,"Midwest","3",3003,44618.01,"Bloomington",192882.083333333
"IN","Montgomery County","2,718","10,707","7,793","4,687",10.5,41.3,30.1,18.1,"Midwest","3",845,44393.01,"Crawfordsville",120823.25
"IN","Morgan County","5,912","19,156","14,730","8,089",12.3,40,30.8,16.9,"Midwest","3",1237,37712.01,"Indianapolis-Carmel-Anderson",162478.333333333
"IN","Newton County","1,442","4,391","2,987","1,115",14.5,44.2,30.1,11.2,"Midwest","3",277,38423.01,"Chicago-Naperville-Elgin",119747.166666667
"IN","Noble County","4,985","12,780","9,185","4,481",15.9,40.7,29.2,14.3,"Midwest","3",884,39880.01,"Kendallville",126373.666666667
"IN","Ohio County","541","2,005","1,244","603",12.3,45.6,28.3,13.7,"Midwest","3",85,27987.01,"Cincinnati",154680
"IN","Orange County","2,259","6,095","3,501","1,660",16.7,45.1,25.9,12.3,"Midwest","3",370,34520.01,"",94091.0833333333
"IN","Owen County","2,215","6,364","4,469","1,883",14.8,42.6,29.9,12.6,"Midwest","3",313,40122.01,"Bloomington",121179.666666667
"IN","Parke County","1,580","5,215","3,754","1,468",13.1,43.4,31.2,12.2,"Midwest","3",301,30878.01,"",101703.666666667
"IN","Perry County","1,434","6,388","3,732","2,028",10.6,47,27.5,14.9,"Midwest","3",367,41006.01,"",110528.916666667
"IN","Pike County","1,119","3,733","2,699","1,202",12.8,42.6,30.8,13.7,"Midwest","3",188,48621.01,"Jasper",89800.6666666667
"IN","Porter County","7,858","39,600","34,835","32,394",6.9,34.5,30.4,28.2,"Midwest","3",3670,45490.01,"Chicago-Naperville-Elgin",199240.333333333
"IN","Posey County","1,204","6,898","6,117","3,722",6.7,38.4,34.1,20.7,"Midwest","3",509,57285.01,"Evansville",146184.333333333
"IN","Pulaski County","1,040","4,146","2,531","1,104",11.8,47,28.7,12.5,"Midwest","3",352,41187.01,"",96769.5
"IN","Putnam County","2,678","10,860","7,263","3,984",10.8,43.8,29.3,16.1,"Midwest","3",688,37269.01,"Indianapolis-Carmel-Anderson",144945
"IN","Randolph County","2,286","7,383","5,203","2,487",13.2,42.5,30,14.3,"Midwest","3",502,36411.01,"",82658.8333333333
"IN","Ripley County","2,047","8,359","5,341","3,480",10.6,43.5,27.8,18.1,"Midwest","3",730,44510.01,"",160241.666666667
"IN","Rush County","1,770","5,300","2,955","1,500",15.4,46,25.6,13,"Midwest","3",407,39250.01,"",112032.75
"IN","Scott County","2,627","7,226","4,547","1,954",16.1,44.2,27.8,11.9,"Midwest","3",393,36016.01,"Louisville/Jefferson County",104667.916666667
"IN","Shelby County","3,679","13,118","7,971","5,977",12,42.7,25.9,19.4,"Midwest","3",934,43630.01,"Indianapolis-Carmel-Anderson",133377
"IN","Spencer County","1,423","6,465","4,364","2,143",9.9,44.9,30.3,14.9,"Midwest","3",465,39480.01,"",129845.5
"IN","Starke County","2,515","6,636","4,924","1,700",15.9,42.1,31.2,10.8,"Midwest","3",329,30916.01,"",108852
"IN","Steuben County","2,340","9,048","7,384","4,879",9.9,38.3,31.2,20.6,"Midwest","3",960,37021.01,"Angola",162691.166666667
"IN","Sullivan County","1,675","6,652","4,942","1,607",11.3,44.7,33.2,10.8,"Midwest","3",385,40792.01,"Terre Haute",86735.9166666667
"IN","Switzerland County","1,213","3,495","1,769","711",16.9,48.6,24.6,9.9,"Midwest","3",146,35399.01,"",119577.083333333
"IN","Tippecanoe County","8,638","26,092","30,267","39,360",8.3,25,29,37.7,"Midwest","3",3446,49917.01,"Lafayette-West Lafayette",160554
"IN","Tipton County","1,267","4,480","2,651","2,507",11.6,41.1,24.3,23,"Midwest","3",318,52167.01,"",121803.083333333
"IN","Union County","573","2,413","1,188","849",11.4,48,23.7,16.9,"Midwest","3",138,32242.01,"Cincinnati",113689.416666667
"IN","Vanderburgh County","12,694","40,163","38,332","32,555",10.3,32.5,31,26.3,"Midwest","3",4755,44678.01,"Evansville",121844.583333333
"IN","Vermillion County","1,065","4,850","3,596","1,469",9.7,44.2,32.8,13.4,"Midwest","3",307,46489.01,"Terre Haute",66984.75
"IN","Vigo County","8,236","22,265","21,677","16,918",11.9,32.2,31.4,24.5,"Midwest","3",2379,40661.01,"Terre Haute",94690.3333333333
"IN","Wabash County","2,539","9,222","5,954","3,997",11.7,42.5,27.4,18.4,"Midwest","3",742,37706.01,"Wabash",104635.166666667
"IN","Warren County","497","2,541","1,732","1,109",8.5,43.2,29.5,18.9,"Midwest","3",143,41588.01,"",120167.666666667
"IN","Warrick County","2,967","13,321","13,586","12,541",7,31.4,32,29.6,"Midwest","3",1169,47000.01,"Evansville",172168.333333333
"IN","Washington County","2,967","8,387","5,327","2,535",15.4,43.6,27.7,13.2,"Midwest","3",470,34173.01,"Louisville/Jefferson County",117266.5
"IN","Wayne County","6,050","17,383","13,946","8,312",13.2,38,30.5,18.2,"Midwest","3",1410,39032.01,"Richmond",98642.5
"IN","Wells County","1,675","7,525","6,220","3,406",8.9,40,33,18.1,"Midwest","3",622,38765.01,"Fort Wayne",134136.75
"IN","White County","1,897","6,908","5,084","2,805",11.4,41.4,30.5,16.8,"Midwest","3",651,37863.01,"",120557.666666667
"IN","Whitley County","1,699","9,240","7,469","4,854",7.3,39.7,32.1,20.9,"Midwest","3",706,42646.01,"Fort Wayne",152768
"KS","Allen County","697","2,918","3,222","1,757",8.1,34,37.5,20.4,"Midwest","3",373,34537.01,"",70680.5833333333
"KS","Anderson County","454","2,161","1,682","913",8.7,41.5,32.3,17.5,"Midwest","3",227,33115.01,"",98664.6666666667
"KS","Atchison County","761","3,785","3,311","2,208",7.6,37.6,32.9,21.9,"Midwest","3",394,41092.01,"Atchison",86973.9166666667
"KS","Barton County","2,052","5,856","6,822","3,319",11.4,32.4,37.8,18.4,"Midwest","3",965,37294.01,"Great Bend",74988.1666666667
"KS","Bourbon County","846","2,948","3,802","1,972",8.8,30.8,39.7,20.6,"Midwest","3",357,34361.01,"",77678.9166666667
"KS","Brown County","484","2,355","2,278","1,425",7.4,36,34.8,21.8,"Midwest","3",342,39705.01,"",85474.5
"KS","Butler County","3,250","11,557","16,109","12,644",7.5,26.5,37,29,"Midwest","3",1424,38477.01,"Wichita",150316.166666667
"KS","Chase County","185","503","741","394",10.1,27.6,40.6,21.6,"Midwest","3",86,34548.01,"",85986.5
"KS","Cherokee County","1,535","4,674","5,071","2,661",11,33.5,36.4,19.1,"Midwest","3",397,39922.01,"",64822
"KS","Clay County","397","1,688","2,044","1,542",7,29.8,36,27.2,"Midwest","3",284,31205.01,"",78533.4166666667
"KS","Coffey County","394","1,948","2,160","1,337",6.7,33.4,37,22.9,"Midwest","3",266,65286.01,"",103062.833333333
"KS","Cowley County","2,370","7,201","9,136","4,718",10.1,30.7,39,20.1,"Midwest","3",775,38443.01,"Arkansas City-Winfield",78986.9166666667
"KS","Crawford County","2,122","6,598","7,759","6,880",9.1,28.2,33.2,29.5,"Midwest","3",978,35175.01,"Pittsburg",80945.25
"KS","Dickinson County","1,226","4,397","4,590","2,893",9.4,33.5,35,22.1,"Midwest","3",509,33158.01,"",110383.583333333
"KS","Doniphan County","505","1,824","1,756","980",10,36,34.7,19.3,"Midwest","3",208,35268.01,"St. Joseph",72296.3333333333
"KS","Douglas County","3,066","12,342","18,581","34,502",4.5,18,27.1,50.4,"Midwest","3",3064,39148.01,"Lawrence",205764.916666667
"KS","Ellis County","1,273","4,617","5,480","6,079",7.3,26.5,31.4,34.8,"Midwest","3",1115,37693.01,"Hays",159252.166666667
"KS","Ellsworth County","400","1,544","1,675","925",8.8,34,36.9,20.4,"Midwest","3",189,36104.01,"",68716.6666666667
"KS","Finney County","6,275","4,676","6,959","3,686",29.1,21.7,32.2,17.1,"Midwest","3",1105,40317.01,"Garden City",157570.333333333
"KS","Ford County","5,830","5,085","5,918","3,605",28.5,24.9,29,17.6,"Midwest","3",847,40918.01,"Dodge City",103688.916666667
"KS","Franklin County","1,261","6,615","5,812","3,315",7.4,38.9,34.2,19.5,"Midwest","3",625,37859.01,"Ottawa",129144.5
"KS","Geary County","1,109","4,853","8,590","4,072",6,26.1,46.1,21.9,"Midwest","3",693,40043.01,"Junction City",143896.75
"KS","Grant County","1,201","1,264","1,368","697",26.5,27.9,30.2,15.4,"Midwest","3",245,45683.01,"",110583.916666667
"KS","Gray County","867","843","1,280","795",22.9,22.3,33.8,21,"Midwest","3",482,36588.01,"",123297.25
"KS","Greenwood County","375","1,544","1,670","877",8.4,34.6,37.4,19.6,"Midwest","3",215,31516.01,"",58924.1666666667
"KS","Harper County","377","1,576","1,311","674",9.6,40,33.3,17.1,"Midwest","3",212,37206.01,"",51424.3333333333
"KS","Harvey County","2,048","5,958","7,602","7,027",9,26.3,33.6,31,"Midwest","3",765,38028.01,"Wichita",122879.833333333
