"county","state","metro","avg_home_value"
"Pipestone County","MN","",85194.6666666667
"Wayne County","NE","",144033.166666667
"Howard County","IA","",107385.833333333
"Wilkinson County","GA","",68591.9166666667
"Irwin County","GA","",94692
"McLean County","KY","Owensboro",79108.75
"Livingston County","KY","Paducah",75907.75
"Nome Borough","AK","",371878.75
"Montgomery County","AR","",94986.25
"Morgan County","UT","Ogden-Clearfield",393466.5
"Kiowa County","OK","",45950.1666666667
"Marshall County","MN","",102787.166666667
"Hancock County","GA","Milledgeville",92072.4166666667
"Caldwell County","MO","Kansas City",112896.25
"Love County","OK","",111930
"Palo Alto County","IA","",97209.25
"Wilson County","KS","",72326.4166666667
"Mitchell County","TX","",67560.1666666667
"Clay County","WV","Charleston",85522.75
"Greene County","IA","",88448
"Crittenden County","KY","",77900.5833333333
"Terrell County","GA","Albany",62827.6666666667
"Forest County","WI","",128722
"Deer Lodge County","MT","",121282.5
"Carroll County","MO","",79172.6666666667
"Clarke County","IA","",111545.833333333
"Benewah County","ID","",147303.083333333
"Wilcox County","GA","",74767.1666666667
"Richmond County","VA","",143898.583333333
"Beaverhead County","MT","",205387.75
"Monona County","IA","",82370
"Rosebud County","MT","",161018
"Brewster County","TX","",171558
"Grand County","UT","",348950.083333333
"Tyler County","WV","",60474.1666666667
"Phelps County","NE","",130959.666666667
"Dawes County","NE","",116771.083333333
"Maries County","MO","",144429.5
"Webster County","WV","",38712.1666666667
"Cuming County","NE","",145934.666666667
"Charles Mix County","SD","",117648.25
"Hamilton County","NE","Grand Island",169263.083333333
"Montgomery County","GA","Vidalia",102346.5
"Stillwater County","MT","",262219.416666667
"Red River Parish","LA","",97376.9166666667
"Clear Creek County","CO","Denver-Aurora-Lakewood",358342.5
"Archer County","TX","Wichita Falls",127706.083333333
"Greene County","AL","",78717.1666666667
"Jack County","TX","",103369.416666667
"Quay County","NM","",71678.5833333333
"Twiggs County","GA","Macon-Bibb County",64066.4166666667
"Nevada County","AR","Hope",38814.5833333333
"Mathews County","VA","Virginia Beach-Norfolk-Newport News",242394.333333333
"Dawson County","MT","",182031.083333333
"McLean County","ND","",174831.25
"Harrison County","MO","",81010.5
"Turner County","GA","",73706.4166666667
"Taylor County","GA","",78600.4166666667
"Lucas County","IA","",81152.6666666667
"Coleman County","TX","",53648.4166666667
"Sitka Borough","AK","",400944
"Woods County","OK","",70190.25
"Lafayette County","FL","",122464
"San Augustine County","TX","",104145.833333333
"Graham County","NC","",135120.333333333
"Baraga County","MI","",93037.75
"Benton County","IN","Lafayette-West Lafayette",83125.25
"Cedar County","NE","",122014.25
"Monroe County","MO","",106672.583333333
"Trimble County","KY","Louisville/Jefferson County",123517.25
"Clearwater County","ID","",174692.916666667
"Davis County","IA","Ottumwa",134520.166666667
"Marion County","GA","Columbus",99531.3333333333
"Seminole County","GA","",87136.25
"Benton County","MS","Memphis",83497.5833333333
"Murray County","MN","",123550
"Pocahontas County","WV","",88467.8333333333
"Prairie County","AR","",67450.6666666667
"Knox County","NE","",81526.3333333333
"Clearwater County","MN","",125148
"Gilmer County","WV","",72077.4166666667
"Cleveland County","AR","Pine Bluff",83111.75
"Platte County","WY","",185112.5
"Oscoda County","MI","",72284.0833333333
"Coffey County","KS","",103062.833333333
"Gallatin County","KY","Cincinnati",109459.416666667
"Franklin City","VA","",123566.666666667
"Johnson County","WY","",245816.916666667
"Hancock County","KY","Owensboro",90685.5
"Choctaw County","MS","",91397.4166666667
"Clay County","KS","",78533.4166666667
"Washakie County","WY","",168946.25
"Hamilton County","TX","",99571.4166666667
"Warren County","IN","",120167.666666667
"Somervell County","TX","Dallas-Fort Worth-Arlington",233502
"Bracken County","KY","Cincinnati",87539.25
"Schoolcraft County","MI","",77267.1666666667
"Decatur County","IA","",73343.1666666667
"Hamilton County","IL","",75038.3333333333
"Shannon County","MO","",88416.75
"Greenlee County","AZ","",86682.5833333333
"Daviess County","MO","",127241.916666667
"Houston County","TN","",105767.166666667
"Mercer County","ND","",178112.833333333
"Butler County","NE","",120290.416666667
"Atkinson County","GA","",74166.75
"Keith County","NE","",125195.083333333
"Liberty County","FL","",103016.083333333
"Turner County","SD","Sioux Falls",147855.5
"Jenkins County","GA","",59892
"Newton County","AR","Harrison",98148.5833333333
"Lyon County","KY","",124919.333333333
"McCulloch County","TX","",112536
"Kit Carson County","CO","",143340.5
"Conejos County","CO","",126432.75
"Ballard County","KY","Paducah",77946.4166666667
"Custer County","SD","Rapid City",222374.5
"Doddridge County","WV","Clarksburg",74424.3333333333
"Searcy County","AR","",75963
"Monroe County","AR","",42674.75
"Traill County","ND","",126773.416666667
"Dallas County","AR","",38588.1666666667
"Anderson County","KS","",98664.6666666667
"Castro County","TX","",73300.25
"Lincoln County","GA","Augusta-Richmond County",143397.333333333
"Tillman County","OK","",32770.8333333333
"Monroe County","IA","",107464.083333333
"Doniphan County","KS","St. Joseph",72296.3333333333
"Lemhi County","ID","",218200
"Perry County","TN","",85555.4166666667
"Thomas County","KS","",115969.666666667
"Lake County","OR","",89732.5833333333
"Lee County","KY","",64582.1666666667
"Dade County","MO","",79605
"Trousdale County","TN","Nashville-Davidson--Murfreesboro--Franklin",131731.75
"Clay County","TN","",87395.25
"Kingman County","KS","Wichita",63446.5
"Swisher County","TX","",52564.0833333333
"Merrick County","NE","Grand Island",117885.416666667
"Lake County","TN","",55411.0833333333
"Chariton County","MO","",112897.833333333
"Grant County","KS","",110583.916666667
"Power County","ID","",167077.75
"East Carroll Parish","LA","",45623.6666666667
"Randolph County","GA","",52228.0833333333
"Forest County","PA","",82215.75
"Pendleton County","WV","",97573.3333333333
"Madison County","MT","",330664.666666667
"Adair County","IA","",98906.6666666667
"Lafayette County","AR","",43906.75
"Calhoun County","WV","",66402.5833333333
"Pleasants County","WV","",94655.8333333333
"Worth County","IA","Mason City",103535.416666667
"Van Buren County","IA","",94859.5833333333
"Ferry County","WA","",190637.833333333
"Jefferson County","NE","",71883.8333333333
"Major County","OK","",84135.1666666667
"Union County","IN","Cincinnati",113689.416666667
"Pepin County","WI","",132321.333333333
"Grant County","OR","",150175
"Fremont County","IA","",96611
"Harney County","OR","",104726.916666667
"Wheeler County","GA","",76871
"Pembina County","ND","",87987.9166666667
"Refugio County","TX","",89373.0833333333
"Rappahannock County","VA","Washington-Arlington-Alexandria",366905.333333333
"Valley County","MT","",149224.5
"San Miguel County","CO","",744012.083333333
"Hutchinson County","SD","",78882.5833333333
"Henderson County","IL","Burlington",82402.1666666667
"Lake County","CO","",236991.416666667
"Pocahontas County","IA","",68720.6666666667
"Pierce County","NE","Norfolk",140430.166666667
"Woodruff County","AR","",41684.1666666667
"Lac Qui Parle County","MN","",64854.8333333333
"Charles City County","VA","Richmond",171816.5
"Nemaha County","NE","",81797.0833333333
"Brooks County","TX","",57811.5
"Goliad County","TX","Victoria",181273
"Weston County","WY","",172033.5
"Bailey County","TX","",71215.8333333333
"Tucker County","WV","",100230
"Nicholas County","KY","",81680.1666666667
"Kane County","UT","",239838.583333333
"Winkler County","TX","",58891.6666666667
"Fall River County","SD","",149656.75
"Ida County","IA","",71445.6666666667
"Crook County","WY","",254044.083333333
"Surry County","VA","",160379.166666667
"Wabaunsee County","KS","Topeka",131945
"Galax City","VA","",89833.9166666667
"Lexington City","VA","",204397.416666667
"Childress County","TX","",57095.9166666667
"Boise County","ID","Boise City",228246.5
"Powell County","MT","",155715.833333333
"Wallowa County","OR","",261743.25
"Pawnee County","KS","",55783.1666666667
"Russell County","KS","",72199.75
"Grand Isle County","VT","Burlington-South Burlington",242574.75
"Caribou County","ID","",165894.333333333
"King and Queen County","VA","",144746.416666667
"Thurston County","NE","",90575.6666666667
"Treutlen County","GA","",65742.3333333333
"Talbot County","GA","",105399.083333333
"Burt County","NE","",100285.583333333
"Cumberland County","KY","",68145.5833333333
"Norman County","MN","",86219.0833333333
"Cameron Parish","LA","Lake Charles",137544.25
"Bland County","VA","",114901.25
"Hancock County","TN","",89064.6666666667
"Fulton County","KY","Union City",39857.0833333333
"Clinch County","GA","",71982.25
"Ontonagon County","MI","",30518.5833333333
"Pershing County","NV","",125217.75
"Gentry County","MO","",73469.1666666667
"Edwards County","IL","",46232.75
"Sullivan County","MO","",50326.75
"Huerfano County","CO","",135300.583333333
"Dallam County","TX","",62164.4166666667
"Reynolds County","MO","",100622.916666667
"Calhoun County","GA","",50989.1666666667
"Greenwood County","KS","",58924.1666666667
"Antelope County","NE","",88854.4166666667
"Rio Blanco County","CO","",238511.5
"Benson County","ND","",60983.1666666667
"Buena Vista City","VA","",96064.1666666667
"Luce County","MI","",78684.1666666667
"Wilkin County","MN","Wahpeton",117325.5
"Clay County","NE","",89502.3333333333
"Bent County","CO","",61696.6666666667
"Ellsworth County","KS","",68716.6666666667
"Kearney County","NE","Kearney",147621
"Moody County","SD","",157183.75
"Jefferson County","OK","",33879.5
"Osceola County","IA","",68706.8333333333
"Floyd County","TX","",55295
"Sullivan County","PA","",125277.666666667
"Spink County","SD","",100353.25
"Wayne County","IA","",74087.6666666667
"Shelby County","MO","",81282.75
"Moore County","TN","Tullahoma-Manchester",167356
"McKenzie County","ND","",235970.916666667
"Taylor County","IA","",76261.6666666667
"Essex County","VT","Berlin",111560.583333333
"Menifee County","KY","Mount Sterling",70998.5
"Howard County","NE","Grand Island",156588.916666667
"Greer County","OK","",48184.25
"Cotton County","OK","Lawton",66122.75
"Carson County","TX","Amarillo",98167
"Pondera County","MT","",131522.666666667
"San Saba County","TX","",94599.5833333333
"Stanton County","NE","Norfolk",142965
"Ohio County","IN","Cincinnati",154680
"Miller County","GA","",95595.1666666667
"Audubon County","IA","",73827.5
"Saguache County","CO","",162447.416666667
"Ottawa County","KS","Salina",102737.916666667
"Teton County","MT","",167201.166666667
"Crosby County","TX","Lubbock",52933.0833333333
"Stewart County","GA","",43037.8333333333
"Harper County","KS","",51424.3333333333
"Grant County","MN","",118142.833333333
"Gray County","KS","",123297.25
"Putnam County","IL","Ottawa-Peru",112154.833333333
"Dixon County","NE","Sioux City",112835.583333333
"Stark County","IL","Peoria",77802
"Bear Lake County","ID","",194503.833333333
"Covington City","VA","",51612.8333333333
"Emporia City","VA","",89251.4166666667
"Coal County","OK","",60823
"Iron County","WI","",132103.166666667
"Hamlin County","SD","",130900.583333333
"Haskell County","TX","",57729
"Lincoln County","MN","",75937.25
"Fillmore County","NE","",84706.1666666667
"Warren County","GA","",56400.0833333333
"Crowley County","CO","",61450.4166666667
"Chouteau County","MT","",137553.166666667
"Hyde County","NC","",100735
"Lander County","NV","",187882.5
"Stevens County","KS","",106531.833333333
"Wirt County","WV","Parkersburg-Vienna",61986.8333333333
"Day County","SD","",104932.333333333
"Atchison County","MO","",80155.4166666667
"Beaver County","OK","",95096.4166666667
"McCook County","SD","Sioux Falls",103136.333333333
"Broadwater County","MT","",244562.916666667
"Van Buren County","TN","",111515.166666667
"Lincoln County","CO","",128031.25
"Gilpin County","CO","Denver-Aurora-Lakewood",344029.666666667
"Mahnomen County","MN","",86692.5833333333
"Wheeler County","TX","",84492.75
"Polk County","NE","",116446.416666667
"McHenry County","ND","Minot",159630.666666667
"Calhoun County","AR","Camden",49693.75
"Lincoln County","NV","",148298.75
"Big Stone County","MN","",80158
"Tensas Parish","LA","",123668.333333333
"Delta County","TX","",78501.1666666667
"Johnson County","NE","",112624.25
"Lincoln County","ID","Hailey",126120
"Craig County","VA","Roanoke",142486.666666667
"Cook County","MN","",260380.083333333
"Kingsbury County","SD","",112096.083333333
"Ringgold County","IA","",82278.75
"Carlisle County","KY","",68052.0833333333
"Calhoun County","IL","St. Louis",125746.75
"Cameron County","PA","",63229.5833333333
"Pickett County","TN","",118909.583333333
"Morrill County","NE","",95829.5
"Schley County","GA","Americus",106994.916666667
"Mills County","TX","",219716.583333333
"Holt County","MO","",80185.5833333333
"Hickman County","KY","",66810.0833333333
"Hamilton County","NY","",199303.583333333
"Washington County","CO","",112436.583333333
"Hot Springs County","WY","",147643.416666667
"Martin County","TX","Midland",193767
"Mineral County","NV","",83241
"Bath County","VA","",130102.583333333
"Guadalupe County","NM","",113416.666666667
"Kimble County","TX","",89008.5
"Meade County","KS","",72397
"Kittson County","MN","",79232.0833333333
"Grant County","OK","",74320
"Nuckolls County","NE","",58231.4166666667
"Pope County","IL","",98806.5833333333
"Phillips County","CO","",152148.75
"Stafford County","KS","",41053.25
"Ouray County","CO","",451330.083333333
"Florence County","WI","Iron Mountain",138382.416666667
"Tyrrell County","NC","Kill Devil Hills",84377.6666666667
"Crane County","TX","",124056.666666667
"Custer County","ID","",212451.583333333
"Deuel County","SD","",131391.416666667
"Pierce County","ND","",109437.75
"Oneida County","ID","",163782.916666667
"Custer County","CO","",228361.833333333
"Mineral County","MT","",181371.666666667
"Ellis County","OK","",63473.25
"Red Lake County","MN","",105881
"Columbia County","WA","Walla Walla",153036.5
"Edmunds County","SD","Aberdeen",155248.833333333
"Lake of the Woods County","MN","",128041
"Echols County","GA","Valdosta",89056.75
"Adams County","IA","",94462.3333333333
"Storey County","NV","Reno",316461.75
"Wahkiakum County","WA","",223964.666666667
"Kearny County","KS","Garden City",119370.666666667
"Adams County","ID","",243914.666666667
"Fisher County","TX","",103717.75
"Norton City","VA","Big Stone Gap",76098.0833333333
"Smith County","KS","",59909.0833333333
"Lewis County","ID","",140058.083333333
"Petersburg Borough","AK","",237775.916666667
"Webster County","NE","",76189.9166666667
"Baca County","CO","",78229.9166666667
"Mercer County","MO","",60208.5
"Harper County","OK","",55088.0833333333
"Donley County","TX","",80955.4166666667
"Sweet Grass County","MT","",271603.25
"Kinney County","TX","",72146.1666666667
"Traverse County","MN","",42938
"Emmons County","ND","",68299.8333333333
"Costilla County","CO","",99296.75
"Baker County","GA","Albany",84509.8333333333
"Shackelford County","TX","",103229.833333333
"Reagan County","TX","",111079.916666667
"Hall County","TX","",45079.5833333333
"Real County","TX","",167231.333333333
"Woodson County","KS","",67617.25
"Sierra County","CA","",201306.416666667
"Clay County","GA","",79784.3333333333
"Glascock County","GA","",93203.5833333333
"Granite County","MT","",217250.666666667
"Stanley County","SD","Pierre",208666.75
"Harmon County","OK","",33868.75
"Webster County","GA","",76080.9166666667
"Chase County","KS","",85986.5
"Pawnee County","NE","",69190.1666666667
"Frontier County","NE","",72287.9166666667
"Quitman County","GA","Eufaula",67380.9166666667
"Haines Borough","AK","",217823.166666667
"Sedgwick County","CO","",60287.5
"Adams County","ND","",128301.916666667
"Highland County","VA","",182152
"Robertson County","KY","",99896.25
"Garfield County","WA","",142690.083333333
"Rich County","UT","",288947.583333333
"Keweenaw County","MI","Houghton",141909.583333333
"Judith Basin County","MT","",178160.833333333
"Dolores County","CO","",138265.833333333
"Eureka County","NV","Elko",181744
"Armstrong County","TX","Amarillo",118535.75
"Meagher County","MT","",170329.916666667
"Gilliam County","OR","",126937.083333333
"Cheyenne County","CO","",97781.9166666667
"Sherman County","OR","",164503.166666667
"Taliaferro County","GA","",58871.1666666667
"Wheeler County","OR","",151177.166666667
"Kiowa County","CO","",72308.1666666667
"Jackson County","CO","",203287.583333333
"Alpine County","CA","",374384.083333333
"Camas County","ID","Hailey",105598.416666667
"Daggett County","UT","",192556.5
"Hinsdale County","CO","",331288.166666667
"Mineral County","CO","",254801.583333333
"San Juan County","CO","",267063
