"state","county","ownership","resident_count","avg_annual_pay","position"
"South Dakota","Brown County","Total Covered",1476,42906.01,12
"South Dakota","Brule County","Total Covered",271,32338.01,12
"South Dakota","Buffalo County","Total Covered",30,39618.01,14
"South Dakota","Butte County","Total Covered",396,33615.01,12
"South Dakota","Campbell County","Total Covered",72,35030.01,15
"South Dakota","Charles Mix County","Total Covered",347,34380.01,18
"South Dakota","Clark County","Total Covered",173,32138.01,12
"South Dakota","Clay County","Total Covered",395,37621.01,11
"South Dakota","Codington County","Total Covered",1220,40273.01,16
"South Dakota","Corson County","Total Covered",67,38620.01,13
"South Dakota","Custer County","Total Covered",350,34516.01,13
"South Dakota","Davison County","Total Covered",812,40545.01,14
"South Dakota","Day County","Total Covered",241,33632.01,10
"South Dakota","Deuel County","Total Covered",177,40967.01,12
"South Dakota","Dewey County","Total Covered",141,40216.01,12
"South Dakota","Douglas County","Total Covered",128,35005.01,14
"South Dakota","Edmunds County","Total Covered",177,38775.01,14
"South Dakota","Fall River County","Total Covered",300,37470.01,17
"South Dakota","Faulk County","Total Covered",103,33843.01,12
"South Dakota","Grant County","Total Covered",360,40881.01,12
"South Dakota","Gregory County","Total Covered",232,31783.01,14
"South Dakota","Haakon County","Total Covered",105,38625.01,13
"South Dakota","Hamlin County","Total Covered",240,39962.01,13
"South Dakota","Hand County","Total Covered",167,34635.01,11
"South Dakota","Hanson County","Total Covered",98,37856.01,13
"South Dakota","Harding County","Total Covered",68,40060.01,14
"South Dakota","Hughes County","Total Covered",864,44140.01,13
"South Dakota","Hutchinson County","Total Covered",271,36799.01,17
"South Dakota","Hyde County","Total Covered",65,38572.01,11
"South Dakota","Jackson County","Total Covered",83,30468.01,14
"South Dakota","Jerauld County","Total Covered",108,36184.01,14
"South Dakota","Jones County","Total Covered",68,29613.01,12
"South Dakota","Kingsbury County","Total Covered",219,37230.01,16
"South Dakota","Lake County","Total Covered",482,42109.01,11
"South Dakota","Lawrence County","Total Covered",1229,36511.01,15
"South Dakota","Lincoln County","Total Covered",1993,50689.01,14
"South Dakota","Lyman County","Total Covered",127,30258.01,12
"South Dakota","McCook County","Total Covered",229,36148.01,13
"South Dakota","McPherson County","Total Covered",88,32017.01,16
"South Dakota","Marshall County","Total Covered",193,40278.01,15
"South Dakota","Meade County","Total Covered",829,40359.01,12
"South Dakota","Mellette County","Total Covered",46,26268.01,15
"South Dakota","Miner County","Total Covered",108,33455.01,12
"South Dakota","Minnehaha County","Total Covered",7402,48722.01,16
"South Dakota","Moody County","Total Covered",211,38946.01,12
"South Dakota","Oglala Lakota County","Total Covered",123,40673.01,20
"South Dakota","Pennington County","Total Covered",4528,42112.01,17
"South Dakota","Perkins County","Total Covered",146,32045.01,14
"South Dakota","Potter County","Total Covered",132,37213.01,13
"South Dakota","Roberts County","Total Covered",295,34961.01,14
"South Dakota","Sanborn County","Total Covered",81,33338.01,14
"South Dakota","Spink County","Total Covered",277,37299.01,12
"South Dakota","Stanley County","Total Covered",145,36284.01,14
"South Dakota","Sully County","Total Covered",93,38165.01,12
"South Dakota","Todd County","Total Covered",101,37128.01,11
"South Dakota","Tripp County","Total Covered",262,34438.01,12
"South Dakota","Turner County","Total Covered",305,35869.01,13
"South Dakota","Union County","Total Covered",724,54299.01,12
"South Dakota","Walworth County","Total Covered",259,34643.01,15
"South Dakota","Yankton County","Total Covered",839,43359.01,14
"South Dakota","Ziebach County","Total Covered",35,35087.01,14
"South Dakota","Unknown Or Undefined","Total Covered",469,70699.01,20
"Tennessee","Anderson County","Total Covered",1675,57644.01,15
"Tennessee","Bedford County","Total Covered",855,39916.01,14
"Tennessee","Benton County","Total Covered",322,33843.01,13
"Tennessee","Bledsoe County","Total Covered",143,34661.01,14
"Tennessee","Blount County","Total Covered",2458,47286.01,13
"Tennessee","Bradley County","Total Covered",1907,41752.01,14
"Tennessee","Campbell County","Total Covered",652,34236.01,15
"Tennessee","Cannon County","Total Covered",213,34035.01,13
"Tennessee","Carroll County","Total Covered",460,37053.01,14
"Tennessee","Carter County","Total Covered",694,35348.01,13
"Tennessee","Cheatham County","Total Covered",681,42819.01,15
"Tennessee","Chester County","Total Covered",270,34560.01,14
"Tennessee","Claiborne County","Total Covered",509,36517.01,16
"Tennessee","Clay County","Total Covered",133,30582.01,11
"Tennessee","Cocke County","Total Covered",506,35004.01,12
"Tennessee","Coffee County","Total Covered",1304,45688.01,13
"Tennessee","Crockett County","Total Covered",273,40548.01,15
"Tennessee","Cumberland County","Total Covered",1153,33682.01,17
"Tennessee","Davidson County","Total Covered",23328,60683.01,15
"Tennessee","Decatur County","Total Covered",227,38152.01,14
"Tennessee","DeKalb County","Total Covered",353,38591.01,13
"Tennessee","Dickson County","Total Covered",1045,38933.01,14
"Tennessee","Dyer County","Total Covered",837,39756.01,11
"Tennessee","Fayette County","Total Covered",620,44310.01,14
"Tennessee","Fentress County","Total Covered",295,32364.01,15
"Tennessee","Franklin County","Total Covered",809,37582.01,15
"Tennessee","Gibson County","Total Covered",965,37614.01,13
"Tennessee","Giles County","Total Covered",620,40339.01,12
"Tennessee","Grainger County","Total Covered",283,38480.01,15
"Tennessee","Greene County","Total Covered",1205,38911.01,13
"Tennessee","Grundy County","Total Covered",181,28207.01,13
"Tennessee","Hamblen County","Total Covered",1350,40177.01,14
"Tennessee","Hamilton County","Total Covered",9899,49905.01,15
"Tennessee","Hancock County","Total Covered",71,27291.01,14
"Tennessee","Hardeman County","Total Covered",378,39966.01,15
"Tennessee","Hardin County","Total Covered",536,41949.01,13
"Tennessee","Hawkins County","Total Covered",709,41966.01,14
"Tennessee","Haywood County","Total Covered",340,39753.01,14
"Tennessee","Henderson County","Total Covered",524,39207.01,16
"Tennessee","Henry County","Total Covered",750,38346.01,12
"Tennessee","Hickman County","Total Covered",312,36752.01,14
"Tennessee","Houston County","Total Covered",124,31227.01,14
"Tennessee","Humphreys County","Total Covered",353,47289.01,16
"Tennessee","Jackson County","Total Covered",133,33108.01,14
"Tennessee","Jefferson County","Total Covered",756,42761.01,16
"Tennessee","Johnson County","Total Covered",263,42227.01,14
"Tennessee","Knox County","Total Covered",12564,49674.01,11
"Tennessee","Lake County","Total Covered",113,32900.01,11
"Tennessee","Lauderdale County","Total Covered",362,38412.01,17
"Tennessee","Lawrence County","Total Covered",755,35125.01,15
"Tennessee","Lewis County","Total Covered",227,32029.01,12
"Tennessee","Lincoln County","Total Covered",638,36940.01,14
"Tennessee","Loudon County","Total Covered",1005,44331.01,13
"Tennessee","McMinn County","Total Covered",923,43282.01,13
"Tennessee","McNairy County","Total Covered",448,33938.01,14
"Tennessee","Macon County","Total Covered",357,33125.01,12
"Tennessee","Madison County","Total Covered",2514,42977.01,14
"Tennessee","Marion County","Total Covered",478,37616.01,13
"Tennessee","Marshall County","Total Covered",540,42056.01,15
"Tennessee","Maury County","Total Covered",1991,46636.01,12
"Tennessee","Meigs County","Total Covered",124,38972.01,12
"Tennessee","Monroe County","Total Covered",726,39416.01,13
"Tennessee","Montgomery County","Total Covered",3213,38673.01,17
"Tennessee","Moore County","Total Covered",83,46734.01,12
"Tennessee","Morgan County","Total Covered",203,35191.01,13
"Tennessee","Obion County","Total Covered",682,36638.01,12
"Tennessee","Overton County","Total Covered",359,35998.01,14
"Tennessee","Perry County","Total Covered",125,32343.01,12
"Tennessee","Pickett County","Total Covered",109,31239.01,14
"Tennessee","Polk County","Total Covered",257,31305.01,11
"Tennessee","Putnam County","Total Covered",1991,39413.01,13
"Tennessee","Rhea County","Total Covered",504,44588.01,11
"Tennessee","Roane County","Total Covered",793,66013.01,12
"Tennessee","Robertson County","Total Covered",1202,38764.01,16
"Tennessee","Rutherford County","Total Covered",5800,48593.01,17
"Tennessee","Scott County","Total Covered",338,31960.01,12
"Tennessee","Sequatchie County","Total Covered",227,32424.01,17
"Tennessee","Sevier County","Total Covered",2841,31246.01,13
"Tennessee","Shelby County","Total Covered",20764,56287.01,13
"Tennessee","Smith County","Total Covered",332,42779.01,12
"Tennessee","Stewart County","Total Covered",187,47719.01,14
"Tennessee","Sullivan County","Total Covered",3457,49141.01,15
"Tennessee","Sumner County","Total Covered",3807,43428.01,13
"Tennessee","Tipton County","Total Covered",748,36090.01,13
"Tennessee","Trousdale County","Total Covered",133,37325.01,16
"Tennessee","Unicoi County","Total Covered",264,44734.01,13
"Tennessee","Union County","Total Covered",235,35414.01,12
"Tennessee","Van Buren County","Total Covered",59,32435.01,16
"Tennessee","Warren County","Total Covered",824,39180.01,13
"Tennessee","Washington County","Total Covered",3004,41929.01,17
"Tennessee","Wayne County","Total Covered",237,34161.01,12
"Tennessee","Weakley County","Total Covered",586,34073.01,14
"Tennessee","White County","Total Covered",457,35149.01,12
"Tennessee","Williamson County","Total Covered",9077,66038.01,17
"Tennessee","Wilson County","Total Covered",2953,42064.01,13
"Tennessee","Unknown Or Undefined","Total Covered",10616,76421.01,20
"Texas","Anderson County","Total Covered",1610,44146.01,15
"Texas","Andrews County","Total Covered",509,68340.01,14
"Texas","Angelina County","Total Covered",1871,40464.01,15
"Texas","Aransas County","Total Covered",616,38613.01,14
"Texas","Archer County","Total Covered",256,38231.01,13
"Texas","Armstrong County","Total Covered",67,38485.01,16
"Texas","Atascosa County","Total Covered",900,51710.01,15
"Texas","Austin County","Total Covered",1094,47874.01,13
"Texas","Bailey County","Total Covered",260,39757.01,13
"Texas","Bandera County","Total Covered",472,35860.01,14
"Texas","Bastrop County","Total Covered",1480,39288.01,14
"Texas","Baylor County","Total Covered",177,35155.01,13
"Texas","Bee County","Total Covered",586,37001.01,10
"Texas","Bell County","Total Covered",5572,46975.01,11
"Texas","Bexar County","Total Covered",42277,50720.01,12
"Texas","Blanco County","Total Covered",393,48527.01,13
"Texas","Borden County","Total Covered",65,38302.01,13
"Texas","Bosque County","Total Covered",384,38772.01,13
"Texas","Bowie County","Total Covered",2405,40397.01,12
"Texas","Brazoria County","Total Covered",5996,59130.01,15
"Texas","Brazos County","Total Covered",4652,41593.01,13
"Texas","Brewster County","Total Covered",395,40768.01,15
"Texas","Briscoe County","Total Covered",86,32256.01,14
"Texas","Brooks County","Total Covered",171,43551.01,13
"Texas","Brown County","Total Covered",908,37921.01,12
"Texas","Burleson County","Total Covered",417,45600.01,15
"Texas","Burnet County","Total Covered",1354,42591.01,13
"Texas","Caldwell County","Total Covered",741,39602.01,15
"Texas","Calhoun County","Total Covered",631,66625.01,14
"Texas","Callahan County","Total Covered",255,42182.01,15
"Texas","Cameron County","Total Covered",6554,33599.01,14
"Texas","Camp County","Total Covered",266,39208.01,11
"Texas","Carson County","Total Covered",175,82411.01,13
"Texas","Cass County","Total Covered",557,36834.01,11
"Texas","Castro County","Total Covered",297,36980.01,13
"Texas","Chambers County","Total Covered",732,63980.01,15
"Texas","Cherokee County","Total Covered",847,36122.01,15
"Texas","Childress County","Total Covered",227,38109.01,16
"Texas","Clay County","Total Covered",180,37220.01,11
"Texas","Cochran County","Total Covered",116,40099.01,14
"Texas","Coke County","Total Covered",102,40418.01,11
"Texas","Coleman County","Total Covered",245,30611.01,14
"Texas","Collin County","Total Covered",26118,66886.01,13
"Texas","Collingsworth County","Total Covered",123,40303.01,20
"Texas","Colorado County","Total Covered",643,42474.01,15
"Texas","Comal County","Total Covered",3833,43403.01,12
"Texas","Comanche County","Total Covered",348,34632.01,15
"Texas","Concho County","Total Covered",86,38074.01,13
"Texas","Cooke County","Total Covered",997,46907.01,12
"Texas","Coryell County","Total Covered",1225,42286.01,14
"Texas","Cottle County","Total Covered",69,39743.01,13
"Texas","Crane County","Total Covered",101,66667.01,12
"Texas","Crockett County","Total Covered",204,41530.01,15
"Texas","Crosby County","Total Covered",213,36904.01,13
"Texas","Culberson County","Total Covered",111,51634.01,16
"Texas","Dallam County","Total Covered",393,44322.01,13
"Texas","Dallas County","Total Covered",78258,68484.01,13
"Texas","Dawson County","Total Covered",522,40178.01,13
"Texas","Deaf Smith County","Total Covered",508,41992.01,17
"Texas","Delta County","Total Covered",103,25868.01,12
"Texas","Denton County","Total Covered",15532,50734.01,13
"Texas","DeWitt County","Total Covered",608,44910.01,13
"Texas","Dickens County","Total Covered",62,32808.01,14
"Texas","Dimmit County","Total Covered",329,55874.01,13
"Texas","Donley County","Total Covered",127,35153.01,13
"Texas","Duval County","Total Covered",206,38553.01,12
"Texas","Eastland County","Total Covered",516,54155.01,15
"Texas","Ector County","Total Covered",4040,61871.01,12
"Texas","Edwards County","Total Covered",71,34591.01,14
"Texas","Ellis County","Total Covered",3067,44378.01,12
"Texas","El Paso County","Total Covered",15397,38858.01,14
"Texas","Erath County","Total Covered",1158,35913.01,12
"Texas","Falls County","Total Covered",283,37276.01,12
"Texas","Fannin County","Total Covered",558,41415.01,13
"Texas","Fayette County","Total Covered",832,41065.01,14
"Texas","Fisher County","Total Covered",138,42362.01,13
"Texas","Floyd County","Total Covered",269,37195.01,12
"Texas","Foard County","Total Covered",64,29202.01,12
"Texas","Fort Bend County","Total Covered",13860,51859.01,16
"Texas","Franklin County","Total Covered",222,42472.01,15
"Texas","Freestone County","Total Covered",404,43387.01,16
"Texas","Frio County","Total Covered",426,52388.01,11
"Texas","Gaines County","Total Covered",631,52567.01,13
"Texas","Galveston County","Total Covered",6263,49390.01,16
"Texas","Garza County","Total Covered",193,39320.01,12
"Texas","Gillespie County","Total Covered",1097,38547.01,16
"Texas","Glasscock County","Total Covered",122,58493.01,16
"Texas","Goliad County","Total Covered",162,35801.01,13
"Texas","Gonzales County","Total Covered",542,42122.01,15
"Texas","Gray County","Total Covered",605,49587.01,11
"Texas","Grayson County","Total Covered",3106,43724.01,14
"Texas","Gregg County","Total Covered",4277,47516.01,12
"Texas","Grimes County","Total Covered",505,49614.01,13
"Texas","Guadalupe County","Total Covered",2206,44438.01,16
"Texas","Hale County","Total Covered",889,37633.01,11
"Texas","Hall County","Total Covered",127,28510.01,11
"Texas","Hamilton County","Total Covered",263,36599.01,15
"Texas","Hansford County","Total Covered",231,57740.01,15
"Texas","Hardeman County","Total Covered",130,36630.01,15
"Texas","Hardin County","Total Covered",902,42903.01,13
"Texas","Harris County","Total Covered",116309,70558.01,13
"Texas","Harrison County","Total Covered",1380,49400.01,15
"Texas","Hartley County","Total Covered",163,40922.01,14
"Texas","Haskell County","Total Covered",226,36605.01,14
"Texas","Hays County","Total Covered",4424,40318.01,11
"Texas","Hemphill County","Total Covered",219,59123.01,15
"Texas","Henderson County","Total Covered",1517,37208.01,16
"Texas","Hidalgo County","Total Covered",12612,34363.01,14
"Texas","Hill County","Total Covered",774,41027.01,11
"Texas","Hockley County","Total Covered",644,53790.01,14
"Texas","Hood County","Total Covered",1450,43893.01,11
"Texas","Hopkins County","Total Covered",862,39227.01,14
"Texas","Houston County","Total Covered",879,49460.01,14
"Texas","Howard County","Total Covered",934,51178.01,13
"Texas","Hudspeth County","Total Covered",94,57753.01,15
"Texas","Hunt County","Total Covered",1514,52234.01,11
"Texas","Hutchinson County","Total Covered",495,61233.01,17
"Texas","Irion County","Total Covered",84,62744.01,12
"Texas","Jack County","Total Covered",250,60768.01,11
"Texas","Jackson County","Total Covered",440,44782.01,14
"Texas","Jasper County","Total Covered",644,41134.01,13
"Texas","Jeff Davis County","Total Covered",84,32516.01,17
"Texas","Jefferson County","Total Covered",5875,57522.01,16
"Texas","Jim Hogg County","Total Covered",139,39765.01,15
"Texas","Jim Wells County","Total Covered",894,46969.01,16
"Texas","Johnson County","Total Covered",3275,44877.01,14
"Texas","Jones County","Total Covered",339,38185.01,12
"Texas","Karnes County","Total Covered",401,55016.01,13
"Texas","Kaufman County","Total Covered",2054,42759.01,14
"Texas","Kendall County","Total Covered",1521,49971.01,14
"Texas","Kenedy County","Total Covered",32,65819.01,13
"Texas","Kent County","Total Covered",36,38936.01,11
"Texas","Kerr County","Total Covered",1511,41998.01,11
"Texas","Kimble County","Total Covered",180,30911.01,13
"Texas","King County","Total Covered",24,41427.01,11
"Texas","Kinney County","Total Covered",77,45606.01,13
"Texas","Kleberg County","Total Covered",645,38089.01,14
"Texas","Knox County","Total Covered",157,40838.01,11
"Texas","Lamar County","Total Covered",1254,41695.01,12
"Texas","Lamb County","Total Covered",445,40780.01,11
"Texas","Lampasas County","Total Covered",436,34888.01,15
"Texas","La Salle County","Total Covered",192,69630.01,15
"Texas","Lavaca County","Total Covered",511,39272.01,13
"Texas","Lee County","Total Covered",436,50118.01,10
"Texas","Leon County","Total Covered",428,53551.01,11
"Texas","Liberty County","Total Covered",1181,46375.01,14
"Texas","Limestone County","Total Covered",400,43681.01,16
"Texas","Lipscomb County","Total Covered",114,54757.01,15
"Texas","Live Oak County","Total Covered",310,55304.01,15
"Texas","Llano County","Total Covered",546,37388.01,12
"Texas","Loving County","Total Covered",18,51219.01,13
"Texas","Lubbock County","Total Covered",7659,43951.01,14
"Texas","Lynn County","Total Covered",233,47796.01,11
"Texas","McCulloch County","Total Covered",283,42226.01,16
"Texas","McLennan County","Total Covered",5342,46345.01,15
"Texas","McMullen County","Total Covered",81,53682.01,15
"Texas","Madison County","Total Covered",294,38112.01,14
"Texas","Marion County","Total Covered",160,33565.01,13
"Texas","Martin County","Total Covered",220,54456.01,13
"Texas","Mason County","Total Covered",172,34243.01,12
"Texas","Matagorda County","Total Covered",858,56438.01,16
"Texas","Maverick County","Total Covered",882,34102.01,15
"Texas","Medina County","Total Covered",853,37513.01,13
"Texas","Menard County","Total Covered",82,28493.01,13
"Texas","Midland County","Total Covered",5777,75220.01,14
"Texas","Milam County","Total Covered",488,41591.01,12
"Texas","Mills County","Total Covered",137,33402.01,12
"Texas","Mitchell County","Total Covered",189,45356.01,15
"Texas","Montague County","Total Covered",500,41779.01,15
"Texas","Montgomery County","Total Covered",11815,56210.01,17
"Texas","Moore County","Total Covered",553,46724.01,12
"Texas","Morris County","Total Covered",236,52675.01,13
"Texas","Motley County","Total Covered",64,28729.01,13
"Texas","Nacogdoches County","Total Covered",1423,37636.01,18
"Texas","Navarro County","Total Covered",982,38513.01,14
"Texas","Newton County","Total Covered",133,36652.01,13
"Texas","Nolan County","Total Covered",416,43186.01,12
"Texas","Nueces County","Total Covered",8342,47777.01,13
"Texas","Ochiltree County","Total Covered",401,49209.01,16
"Texas","Oldham County","Total Covered",103,41415.01,13
"Texas","Orange County","Total Covered",1401,53149.01,13
"Texas","Palo Pinto County","Total Covered",711,45001.01,17
"Texas","Panola County","Total Covered",547,47910.01,13
"Texas","Parker County","Total Covered",2853,46502.01,13
"Texas","Parmer County","Total Covered",335,42659.01,13
"Texas","Pecos County","Total Covered",436,47626.01,12
"Texas","Polk County","Total Covered",826,39945.01,11
"Texas","Potter County","Total Covered",4010,45397.01,13
"Texas","Presidio County","Total Covered",181,41460.01,15
"Texas","Rains County","Total Covered",223,32814.01,12
"Texas","Randall County","Total Covered",2470,44092.01,14
"Texas","Reagan County","Total Covered",159,61452.01,13
"Texas","Real County","Total Covered",99,26667.01,11
"Texas","Red River County","Total Covered",244,34602.01,16
"Texas","Reeves County","Total Covered",419,60934.01,13
"Texas","Refugio County","Total Covered",203,40682.01,14
"Texas","Roberts County","Total Covered",43,45308.01,14
"Texas","Robertson County","Total Covered",345,45181.01,16
"Texas","Rockwall County","Total Covered",2536,43042.01,15
"Texas","Runnels County","Total Covered",285,35849.01,14
"Texas","Rusk County","Total Covered",880,43780.01,11
"Texas","Sabine County","Total Covered",192,37316.01,13
"Texas","San Augustine County","Total Covered",156,38384.01,20
"Texas","San Jacinto County","Total Covered",251,35112.01,18
"Texas","San Patricio County","Total Covered",1155,48612.01,19
"Texas","San Saba County","Total Covered",209,42027.01,15
"Texas","Schleicher County","Total Covered",94,45307.01,17
"Texas","Scurry County","Total Covered",489,56126.01,13
"Texas","Shackelford County","Total Covered",171,58884.01,18
"Texas","Shelby County","Total Covered",570,37926.01,13
"Texas","Sherman County","Total Covered",122,42044.01,14
"Texas","Smith County","Total Covered",6399,45429.01,12
"Texas","Somervell County","Total Covered",229,59912.01,16
"Texas","Starr County","Total Covered",611,30320.01,12
"Texas","Stephens County","Total Covered",310,39047.01,15
"Texas","Sterling County","Total Covered",97,44968.01,15
"Texas","Stonewall County","Total Covered",79,38952.01,16
"Texas","Sutton County","Total Covered",186,68360.01,13
"Texas","Swisher County","Total Covered",206,36306.01,14
"Texas","Tarrant County","Total Covered",44396,55632.01,14
"Texas","Taylor County","Total Covered",3670,42473.01,13
"Texas","Terrell County","Total Covered",50,42097.01,14
"Texas","Terry County","Total Covered",392,46249.01,12
"Texas","Throckmorton County","Total Covered",71,28655.01,19
"Texas","Titus County","Total Covered",819,38006.01,12
"Texas","Tom Green County","Total Covered",2931,43100.01,16
"Texas","Travis County","Total Covered",41980,66723.01,13
"Texas","Trinity County","Total Covered",209,33543.01,14
"Texas","Tyler County","Total Covered",324,35594.01,12
"Texas","Upshur County","Total Covered",570,37490.01,13
"Texas","Upton County","Total Covered",108,68076.01,12
"Texas","Uvalde County","Total Covered",719,34063.01,13
"Texas","Val Verde County","Total Covered",911,37204.01,16
"Texas","Van Zandt County","Total Covered",1016,35278.01,16
"Texas","Victoria County","Total Covered",2499,46341.01,15
"Texas","Walker County","Total Covered",1101,40759.01,13
"Texas","Waller County","Total Covered",856,46469.01,13
"Texas","Ward County","Total Covered",387,63328.01,11
"Texas","Washington County","Total Covered",968,39738.01,17
"Texas","Webb County","Total Covered",5516,36564.01,11
"Texas","Wharton County","Total Covered",1184,39491.01,14
"Texas","Wheeler County","Total Covered",214,41950.01,14
"Texas","Wichita County","Total Covered",3264,39945.01,14
"Texas","Wilbarger County","Total Covered",341,37216.01,16
"Texas","Willacy County","Total Covered",311,35510.01,14
"Texas","Williamson County","Total Covered",11305,55645.01,17
"Texas","Wilson County","Total Covered",750,38858.01,13
"Texas","Winkler County","Total Covered",228,66480.01,14
"Texas","Wise County","Total Covered",1428,46714.01,11
"Texas","Wood County","Total Covered",890,37726.01,11
"Texas","Yoakum County","Total Covered",298,62190.01,13
"Texas","Young County","Total Covered",609,42430.01,12
"Texas","Zapata County","Total Covered",180,50175.01,13
"Texas","Zavala County","Total Covered",172,36398.01,13
"Texas","Unknown Or Undefined","Total Covered",34629,86860.01,20
"Utah","Beaver County","Total Covered",239,34917.01,13
"Utah","Box Elder County","Total Covered",1415,38694.01,16
"Utah","Cache County","Total Covered",3723,37441.01,12
"Utah","Carbon County","Total Covered",621,41410.01,13
"Utah","Daggett County","Total Covered",48,32287.01,14
"Utah","Davis County","Total Covered",8733,45701.01,12
"Utah","Duchesne County","Total Covered",790,45405.01,15
"Utah","Emery County","Total Covered",257,44701.01,12
"Utah","Garfield County","Total Covered",252,30186.01,15
"Utah","Grand County","Total Covered",584,33890.01,12
"Utah","Iron County","Total Covered",1662,34007.01,11
"Utah","Juab County","Total Covered",292,34788.01,11
"Utah","Kane County","Total Covered",331,32968.01,11
"Utah","Millard County","Total Covered",396,40334.01,14
"Utah","Morgan County","Total Covered",357,41285.01,13
"Utah","Piute County","Total Covered",46,26604.01,12
"Utah","Rich County","Total Covered",135,27470.01,11
"Utah","Salt Lake County","Total Covered",46269,54870.01,16
"Utah","San Juan County","Total Covered",347,35876.01,15
"Utah","Sanpete County","Total Covered",641,32940.01,14
"Utah","Sevier County","Total Covered",707,37082.01,13
"Utah","Summit County","Total Covered",2945,46196.01,13
"Utah","Tooele County","Total Covered",1160,40875.01,13
"Utah","Uintah County","Total Covered",1248,44621.01,13
"Utah","Utah County","Total Covered",16881,46584.01,11
"Utah","Wasatch County","Total Covered",1165,39721.01,14
"Utah","Washington County","Total Covered",5980,36791.01,17
"Utah","Wayne County","Total Covered",142,31522.01,12
"Utah","Weber County","Total Covered",6215,42227.01,12
"Vermont","Addison County","Total Covered",1438,48013.01,14
"Vermont","Bennington County","Total Covered",1563,42969.01,17
"Vermont","Caledonia County","Total Covered",1014,40970.01,16
"Vermont","Chittenden County","Total Covered",6981,54409.01,17
"Vermont","Essex County","Total Covered",173,37312.01,12
"Vermont","Franklin County","Total Covered",1275,47574.01,15
"Vermont","Grand Isle County","Total Covered",247,35739.01,17
"Vermont","Lamoille County","Total Covered",1167,40151.01,15
"Vermont","Orange County","Total Covered",840,40676.01,13
"Vermont","Orleans County","Total Covered",930,37613.01,14
"Vermont","Rutland County","Total Covered",2358,44167.01,14
"Vermont","Washington County","Total Covered",2614,50975.01,17
"Vermont","Windham County","Total Covered",1952,42094.01,14
"Vermont","Windsor County","Total Covered",2377,45800.01,14
"Vermont","Unknown Or Undefined","Total Covered",735,33840.01,20
"Virginia","Accomack County","Total Covered",1167,39151.01,15
"Virginia","Albemarle County","Total Covered",3814,54538.01,16
"Virginia","Alleghany County","Total Covered",362,34246.01,16
"Virginia","Amelia County","Total Covered",414,35481.01,13
"Virginia","Amherst County","Total Covered",787,37850.01,14
"Virginia","Appomattox County","Total Covered",512,29936.01,17
"Virginia","Arlington County","Total Covered",9205,92765.01,16
"Virginia","Augusta County","Total Covered",1897,44862.01,14
"Virginia","Bath County","Total Covered",212,37221.01,11
"Virginia","Bedford County","Total Covered",2271,37634.01,14
"Virginia","Bland County","Total Covered",132,44281.01,12
"Virginia","Botetourt County","Total Covered",886,41914.01,16
"Virginia","Brunswick County","Total Covered",667,34489.01,16
"Virginia","Buchanan County","Total Covered",579,45713.01,15
"Virginia","Buckingham County","Total Covered",437,37049.01,17
"Virginia","Campbell County","Total Covered",1493,47453.01,15
"Virginia","Caroline County","Total Covered",604,38975.01,15
"Virginia","Carroll County","Total Covered",624,31931.01,14
"Virginia","Charles City County","Total Covered",226,46315.01,19
"Virginia","Charlotte County","Total Covered",363,34411.01,16
"Virginia","Chesterfield County","Total Covered",9354,47389.01,19
"Virginia","Clarke County","Total Covered",466,44293.01,13
"Virginia","Craig County","Total Covered",126,33727.01,12
"Virginia","Culpeper County","Total Covered",1488,42530.01,15
"Virginia","Cumberland County","Total Covered",233,33728.01,17
"Virginia","Dickenson County","Total Covered",345,39763.01,16
"Virginia","Dinwiddie County","Total Covered",486,43040.01,16
"Virginia","Essex County","Total Covered",368,33699.01,12
"Virginia","Fairfax County","Total Covered",37276,86389.01,14
"Virginia","Fauquier County","Total Covered",2489,49260.01,15
"Virginia","Floyd County","Total Covered",489,29663.01,12
"Virginia","Fluvanna County","Total Covered",586,40154.01,15
"Virginia","Franklin County","Total Covered",1566,33897.01,15
"Virginia","Frederick County","Total Covered",1995,45507.01,16
"Virginia","Giles County","Total Covered",385,40514.01,12
"Virginia","Gloucester County","Total Covered",1000,34571.01,17
"Virginia","Goochland County","Total Covered",837,96377.01,16
"Virginia","Grayson County","Total Covered",423,29347.01,14
"Virginia","Greene County","Total Covered",519,34986.01,13
"Virginia","Greensville County","Total Covered",239,41778.01,18
"Virginia","Halifax County","Total Covered",1081,37305.01,14
"Virginia","Hanover County","Total Covered",3844,42966.01,14
"Virginia","Henrico County","Total Covered",11830,54061.01,14
"Virginia","Henry County","Total Covered",1729,33529.01,12
"Virginia","Highland County","Total Covered",112,31675.01,15
"Virginia","Isle of Wight County","Total Covered",819,47239.01,20
"Virginia","James City County","Total Covered",1983,38679.01,17
"Virginia","King and Queen County","Total Covered",184,38089.01,21
"Virginia","King George County","Total Covered",623,76810.01,18
"Virginia","King William County","Total Covered",437,44591.01,19
"Virginia","Lancaster County","Total Covered",490,36657.01,16
"Virginia","Lee County","Total Covered",578,32714.01,10
"Virginia","Loudoun County","Total Covered",12575,65689.01,14
"Virginia","Louisa County","Total Covered",971,50644.01,13
"Virginia","Lunenburg County","Total Covered",322,33714.01,16
"Virginia","Madison County","Total Covered",364,35859.01,14
"Virginia","Mathews County","Total Covered",227,28559.01,14
"Virginia","Mecklenburg County","Total Covered",1128,34434.01,18
"Virginia","Middlesex County","Total Covered",385,38100.01,16
